run_id,created_at,competition_id,status,provider,model_id,mode,prompt_profile,temperature,max_tokens,metric_name,score_raw,score_normalized,secondary_r2,runtime_seconds,budget_time_seconds,seed,submission_sha256,normalized_submission_sha256,time_used_frac
bank-customer-churn-ict-u-ai_15ca238de84f,2026-02-01T09:36:55-08:00,bank-customer-churn-ict-u-ai,success,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,auc,0.826855516353906,0.826855516353906,,241.702381,240,1182109667,1f6c39eb3958351f…,5127d6787e7fda07…,1.0071
bank-customer-churn-ict-u-ai_c8afe746068b,2026-02-01T12:59:16-08:00,bank-customer-churn-ict-u-ai,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,1202.815263,1200,911246523,,,1.0023
bank-customer-churn-ict-u-ai_b1e6d25f96cd,2026-02-01T12:48:14-08:00,bank-customer-churn-ict-u-ai,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,1202.968808,1200,125631320,,,1.0025
bank-customer-churn-ict-u-ai_efe32e92ee37,2026-02-01T09:30:53-08:00,bank-customer-churn-ict-u-ai,runtime_error,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,,,,,2.376322,240,376229148,,,0.0099
foot-traffic-wuerzburg-retail-forecasting-2-0_11b79ae7ed91,2026-02-01T13:09:25-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,0.0657832213263615,-0.0657832213263615,0.889717168591974,605.834916,1200,2084533584,d72bde5d6192d5e9…,d72bde5d6192d5e9…,0.5049
foot-traffic-wuerzburg-retail-forecasting-2-0_6595ca3e0935,2026-02-01T13:25:24-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,0.0661892751947701,-0.0661892751947701,0.888351501894013,958.54937,1200,713492595,91b718fcb1c8c05f…,91b718fcb1c8c05f…,0.7988
foot-traffic-wuerzburg-retail-forecasting-2-0_3efd6c619a26,2026-02-01T11:18:40-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,0.0663194823484582,-0.0663194823484582,0.887911801290382,602.786845,600,1837594061,1dd985cbaf1c3340…,8ec006b0030737e2…,1.0046
foot-traffic-wuerzburg-retail-forecasting-2-0_3856b009c949,2026-02-01T09:43:41-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,0.0668039082029308,-0.0668039082029308,0.886268340607356,241.48424,240,1767684812,f42b6f5f6688b5b3…,814bbe96da19c194…,1.0062
foot-traffic-wuerzburg-retail-forecasting-2-0_c358784c2580,2026-02-01T11:16:52-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,rmse,0.0672301814063634,-0.0672301814063634,0.884812275025853,602.8253,600,891136156,0b573aa3f3f61249…,13fef96ac4cdbcff…,1.0047
foot-traffic-wuerzburg-retail-forecasting-2-0_7c244a9d2305,2026-02-01T09:41:31-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,rmse,0.069641064534691,-0.069641064534691,0.876402855615732,240.568605,240,298416462,388ae9198883ee23…,099661c3044aa75b…,1.0024
foot-traffic-wuerzburg-retail-forecasting-2-0_eda6c127ec10,2026-02-01T09:39:39-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,0.0704266736050436,-0.0704266736050436,0.873598570033334,129.012928,240,585157505,d0252a264f66c679…,f82c212d7844622e…,0.5376
foot-traffic-wuerzburg-retail-forecasting-2-0_8e3c40093128,2026-02-01T11:08:37-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,0.0707060052552585,-0.0707060052552585,0.872593895562844,108.205258,600,1861425394,ba852813b2cbccef…,fc539f4ca91a344b…,0.1803
foot-traffic-wuerzburg-retail-forecasting-2-0_b6161f049b0e,2026-02-01T13:15:08-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,rmse,0.165137968516889,-0.165137968516889,0.305021274947325,948.050071,1200,1347387838,ed1e6e822df52b1c…,18494a9131fd414d…,0.79
foot-traffic-wuerzburg-retail-forecasting-2-0_d7a352edbe1a,2026-02-01T13:45:26-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,1202.362495,1200,75284884,,,1.002
foot-traffic-wuerzburg-retail-forecasting-2-0_b04512cd8609,2026-02-01T13:35:10-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,1202.279,1200,1348209944,,,1.0019
foot-traffic-wuerzburg-retail-forecasting-2-0_42274d1587e6,2026-02-01T11:28:43-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,602.563115,600,1222877327,,,1.0043
foot-traffic-wuerzburg-retail-forecasting-2-0_8a78e136bd37,2026-02-01T11:26:54-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,602.04952,600,442594471,,,1.0034
foot-traffic-wuerzburg-retail-forecasting-2-0_d2f39f3fa0f7,2026-02-01T09:47:43-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,242.087409,240,2053621507,,,1.0087
foot-traffic-wuerzburg-retail-forecasting-2-0_6ab680bb2e49,2026-02-01T09:45:33-08:00,foot-traffic-wuerzburg-retail-forecasting-2-0,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,242.526197,240,1374048626,,,1.0105
playground-series-s5e10_b10759d4f81b,2026-02-01T11:45:24-08:00,playground-series-s5e10,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,0.0561780016849126,-0.0561780016849126,0.885592901658274,602.585369,600,1093070458,9cfe9d3ac4b52f84…,9cfe9d3ac4b52f84…,1.0043
playground-series-s5e10_6aeb9b48d301,2026-02-01T13:52:15-08:00,playground-series-s5e10,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,0.0562100438566712,-0.0562100438566712,0.885462355991678,404.730628,1200,1215500110,26670bce2ceb9f2b…,26670bce2ceb9f2b…,0.3373
playground-series-s5e10_60fd8db088ea,2026-02-01T11:35:21-08:00,playground-series-s5e10,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,0.0562129257550518,-0.0562129257550518,0.885450610962145,395.363554,600,115244160,430f7095e60aa624…,1c172a2c25c86e86…,0.6589
playground-series-s5e10_4fe23a03d9ec,2026-02-01T09:53:39-08:00,playground-series-s5e10,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,0.0562613086360386,-0.0562613086360386,0.885253339089123,240.584021,240,1066748761,6662902d1429eb41…,2a4b6fc3dc12d60a…,1.0024
playground-series-s5e10_24df9f58a2f7,2026-02-01T14:05:31-08:00,playground-series-s5e10,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,rmse,0.0562810246941636,-0.0562810246941636,0.885172901989554,1202.269589,1200,2053619223,17b7500d5ca6aa3f…,27cf19e4b6225369…,1.0019
playground-series-s5e10_6750cc487fa3,2026-02-01T14:12:17-08:00,playground-series-s5e10,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,0.0564157439054706,-0.0564157439054706,0.884622523575431,1201.876214,1200,608073905,d779f87136c4dfbb…,d779f87136c4dfbb…,1.0016
playground-series-s5e10_851c5299ce53,2026-02-01T11:38:46-08:00,playground-series-s5e10,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,rmse,0.0565274435816829,-0.0565274435816829,0.88416519077374,600.535899,600,41899565,19518ca44fcd3c4c…,14a39644de4aa08f…,1.0009
playground-series-s5e10_9badcb36b4f0,2026-02-01T09:49:37-08:00,playground-series-s5e10,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,0.0570559369752823,-0.0570559369752823,0.881989111309665,112.223939,240,2105193123,a54b1efe487ccd81…,a1010730ca6afcf5…,0.4676
playground-series-s5e10_b05994aa300f,2026-02-01T14:32:20-08:00,playground-series-s5e10,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,1201.813283,1200,1200188614,,,1.0015
playground-series-s5e10_1f9edb8f0f7f,2026-02-01T14:25:37-08:00,playground-series-s5e10,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,1205.053434,1200,478502022,,,1.0042
playground-series-s5e10_8fe211a84b5a,2026-02-01T11:55:26-08:00,playground-series-s5e10,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,602.298474,600,1369174464,,,1.0038
playground-series-s5e10_c802cfb9f075,2026-02-01T11:48:48-08:00,playground-series-s5e10,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,602.52618,600,1485413485,,,1.0042
playground-series-s5e10_cb76714cbd1b,2026-02-01T09:57:41-08:00,playground-series-s5e10,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,241.780373,240,546732838,,,1.0074
playground-series-s5e10_865fb6163cfc,2026-02-01T09:55:49-08:00,playground-series-s5e10,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,243.349049,240,40542798,,,1.014
playground-series-s5e10_73f46623742e,2026-02-01T09:51:45-08:00,playground-series-s5e10,timeout,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,,,,,241.619441,240,2115820692,,,1.0067
playground-series-s6e1_a13d58e26a39,2026-02-01T14:52:22-08:00,playground-series-s6e1,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,rmse,8.75286618967938,-8.75286618967938,0.784989844650978,1200.328211,1200,1775440287,a28c4705d0d21f3c…,9e6d09d735ddcdfa…,1.0003
playground-series-s6e1_ef3fd8a8a3f9,2026-02-01T14:42:44-08:00,playground-series-s6e1,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,8.76670430522079,-8.76670430522079,0.784309453272387,622.811804,1200,1285699612,985641b85ea4e50d…,bf3d5321876cadf3…,0.519
playground-series-s6e1_ba9459600d58,2026-02-01T14:58:33-08:00,playground-series-s6e1,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,8.76812567772112,-8.76812567772112,0.784239506470459,948.451393,1200,1464715942,b382f791ba618134…,b382f791ba618134…,0.7904
playground-series-s6e1_6fab8dcf34e8,2026-02-01T12:09:06-08:00,playground-series-s6e1,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,8.77182867895489,-8.77182867895489,0.78405722576101,602.437361,600,182520503,21bb759a1cbcfe4e…,21bb759a1cbcfe4e…,1.0041
playground-series-s6e1_693e1010c70e,2026-02-01T10:01:46-08:00,playground-series-s6e1,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,8.80286132810969,-8.80286132810969,0.782526614446255,240.613642,240,80912384,d10fcf37cf165482…,d10fcf37cf165482…,1.0026
playground-series-s6e1_0d0f1300514c,2026-02-01T11:59:03-08:00,playground-series-s6e1,success,chutes,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8,pf_budgetaware,budget-aware,,,rmse,8.81947333855229,-8.81947333855229,0.781705045463445,214.612265,600,304799311,37bcf30e97f283bf…,8b442cbd9f0dbfd4…,0.3577
playground-series-s6e1_e12ee3b66814,2026-02-01T10:05:49-08:00,playground-series-s6e1,success,chutes,zai-org/GLM-4.6-FP8,pf_budgetaware,budget-aware,,,rmse,9.10998213266345,-9.10998213266345,0.767087152478018,241.937672,240,2046490198,e67fdff7fbdad640…,ab9d86820e166dae…,1.0081
playground-series-s6e1_54846fc0e869,2026-02-01T10:01:46-08:00,playground-series-s6e1,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,rmse,9.15823662515298,-9.15823662515298,0.764613194318151,240.619882,240,1941104878,4a0f67f809cca326…,3d0e105ca9320fed…,1.0026
playground-series-s6e1_db225f1e7457,2026-02-01T12:05:29-08:00,playground-series-s6e1,success,chutes,deepseek-ai/DeepSeek-V3.1-Terminus,pf_budgetaware,budget-aware,,,rmse,9.15905453846639,-9.15905453846639,0.764571148101788,600.490233,600,2973878,a70c0385b967df6e…,4c1b42402e1ca9d4…,1.0008
playground-series-s6e1_aba9dea63816,2026-02-01T15:18:36-08:00,playground-series-s6e1,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,1202.670429,1200,1251331235,,,1.0022
playground-series-s6e1_526e3af5a729,2026-02-01T15:12:24-08:00,playground-series-s6e1,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,1202.148652,1200,73929538,,,1.0018
playground-series-s6e1_61b5bc485b17,2026-02-01T12:19:09-08:00,playground-series-s6e1,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,603.103797,600,629929062,,,1.0052
playground-series-s6e1_3ae2105d2244,2026-02-01T12:15:30-08:00,playground-series-s6e1,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,600.639126,600,2042373502,,,1.0011
playground-series-s6e1_557743bbf9c4,2026-02-01T10:09:51-08:00,playground-series-s6e1,timeout,chutes,microsoft/Phi-3.5-mini-instruct,pf_budgetaware,budget-aware,,,,,,,241.831699,240,756463941,,,1.0076
playground-series-s6e1_ac3d070d9240,2026-02-01T10:05:48-08:00,playground-series-s6e1,timeout,chutes,meta-llama/Meta-Llama-3.1-8B-Instruct,pf_budgetaware,budget-aware,,,,,,,242.593659,240,306585422,,,1.0108
